transaction_id,items
1499,"Bread, Milk"
1500,"Biscuits, Bread"
1501,"Biscuits, Bread, Milk, Cheese"
1502,"Bread, Milk"
1503,"Biscuits, Diapers, Jam, Cheese"
1504,"Bread, Milk, Biscuits, Eggs, Butter"
1505,"Bread, Eggs"
1506,"Eggs, Cheese"
1507,"Milk, Beer"
1508,"Bread, Milk, Butter"
1509,"Bread, Milk, Butter"
1510,"Biscuits, Milk"
1511,"Beer, Butter"
1512,"Biscuits, Milk, Cheese"
1513,"Milk, Diapers, Beer"
1514,"Chips, Cheese"
1515,"Milk, Eggs"
1516,"Bread, Jam"
1517,"Biscuits, Bread, Milk, Butter"
1518,"Bread, Milk, Butter"
1519,"Bread, Eggs, Cheese, Diapers, Beer"
1520,"Bread, Butter, Cheese"
1521,"Cheese, Milk, Eggs, Beer"
1522,"Cheese, Bread, Butter"
1523,"Cheese, Chips, Butter"
1524,"Bread, Eggs, Butter"
1525,"Cheese, Bread, Eggs, Butter"
1526,"Bread, Milk, Cheese"
1527,"Cheese, Milk, Eggs, Butter"
1528,"Biscuits, Jam"
1529,"Biscuits, Beer"
1530,"Biscuits, Milk, Chips, Jam"
1531,"Beer, Butter"
1532,"Bread, Chips, Milk"
1533,"Bread, Milk, Eggs, Diapers, Chips, Beer"
1534,"Beer, Biscuits, Eggs, Butter"
1535,"Bread, Diapers"
1536,"Bread, Butter"
1537,"Biscuits, Chips"
1538,"Milk, Eggs"
1539,"Cheese, Milk, Beer"
1540,"Cheese, Diapers, Beer"
1541,"Bread, Biscuits, Eggs, Cheese, Diapers, Beer"
1542,"Bread, Milk, Jam, Eggs, Butter, Beer"
1543,"Biscuits, Milk, Butter"
1544,"Bread, Milk, Jam"
1545,"Milk, Eggs, Cheese"
1546,"Chips, Cheese"
1547,"Jam, Cheese"
1548,"Bread, Chips, Butter"
1549,"Biscuits, Diapers, Jam, Cheese"
1550,"Jam, Butter"
1551,"Biscuits, Cheese"
1552,"Bread, Diapers, Butter"
1553,"Bread, Milk, Biscuits, Eggs, Butter"
1554,"Chips, Cheese"
1555,"Biscuits, Milk, Jam, Butter"
1556,"Bread, Butter"
1557,"Beer, Biscuits, Eggs, Butter"
1558,"Bread, Milk, Butter"
1559,"Bread, Milk, Biscuits, Eggs, Butter, Chips"
1560,"Beer, Butter"
1561,"Chips, Butter"
1562,Eggs
1563,"Biscuits, Milk, Butter"
1564,"Beer, Eggs, Butter"
1565,"Cheese, Butter"
1566,"Bread, Jam, Cheese"
1567,"Bread, Butter"
1568,"Cheese, Eggs, Beer"
1569,"Bread, Chips, Butter"
1570,"Biscuits, Eggs"
1571,"Biscuits, Chips"
1572,"Milk, Chips"
1573,"Milk, Eggs, Butter, Diapers, Beer"
1574,"Cheese, Beer"
1575,"Biscuits, Milk, Chips, Butter"
1576,"Cheese, Milk, Diapers, Butter"
1577,"Bread, Milk"
1578,"Milk, Beer"
1579,"Milk, Butter"
1580,"Jam, Eggs, Butter"
1581,"Bread, Milk, Eggs"
1582,"Beer, Biscuits, Eggs, Butter"
1583,"Bread, Milk, Diapers, Butter"
1584,"Bread, Diapers, Beer"
1585,"Cheese, Bread, Butter, Beer"
1586,"Biscuits, Bread, Eggs, Butter"
1587,"Beer, Chips, Eggs, Butter"
1588,"Milk, Diapers"
1589,"Milk, Beer"
1590,"Bread, Eggs, Butter, Diapers, Beer"
1591,"Cheese, Bread, Diapers, Butter"
1592,"Jam, Butter"
1593,"Biscuits, Beer"
1594,"Milk, Eggs, Beer"
1595,"Biscuits, Chips, Butter"
1596,"Jam, Eggs"
1597,"Cheese, Beer, Milk, Butter"
1598,"Beer, Eggs, Butter"
1599,"Chips, Cheese"
1600,"Biscuits, Diapers, Beer"
1601,"Chips, Butter"
1602,"Bread, Beer"
1603,"Biscuits, Jam"
1604,"Bread, Eggs, Jam"
1605,"Bread, Eggs"
1606,"Milk, Cheese"
1607,"Milk, Beer"
1608,"Biscuits, Cheese"
1609,"Bread, Eggs, Butter"
1610,"Bread, Eggs, Butter, Cheese, Beer"
1611,"Bread, Eggs, Butter, Diapers, Beer"
1612,"Cheese, Beer"
1613,"Biscuits, Bread, Milk, Diapers"
1614,"Chips, Butter"
1615,"Chips, Eggs"
1616,"Chips, Eggs"
1617,"Milk, Cheese"
1618,"Bread, Eggs, Butter"
1619,"Bread, Milk"
1620,"Bread, Eggs, Butter"
1621,"Eggs, Butter, Cheese, Diapers, Beer"
1622,Biscuits
1623,"Chips, Butter"
1624,"Bread, Eggs, Cheese, Diapers, Beer"
1625,"Biscuits, Bread, Butter, Beer"
1626,"Bread, Chips, Eggs, Butter"
1627,"Milk, Jam"
1628,"Bread, Milk"
1629,"Eggs, Cheese"
1630,"Beer, Butter"
1631,"Cheese, Beer, Milk, Butter"
1632,"Bread, Biscuits, Butter, Diapers, Chips"
1633,"Bread, Diapers, Beer"
1634,"Diapers, Milk, Eggs, Beer"
1635,"Biscuits, Chips, Jam, Butter"
1636,"Beer, Butter"
1637,"Milk, Cheese"
1638,"Biscuits, Milk, Butter"
1639,"Biscuits, Eggs, Butter"
1640,"Chips, Butter"
1641,"Bread, Milk, Butter"
1642,"Cheese, Butter"
1643,"Milk, Beer"
1644,"Chips, Eggs"
1645,"Diapers, Milk, Eggs, Beer"
1646,"Biscuits, Cheese"
1647,"Milk, Eggs, Diapers, Chips, Beer"
1648,"Bread, Chips, Milk, Cheese"
1649,"Bread, Chips, Jam, Butter"
1650,"Milk, Jam"
1651,"Milk, Eggs"
1652,"Biscuits, Butter"
1653,"Biscuits, Bread, Milk, Jam"
1654,"Bread, Chips, Milk, Butter"
1655,"Bread, Jam"
1656,"Bread, Milk, Cheese"
1657,"Eggs, Beer"
1658,"Bread, Milk, Butter, Beer"
1659,"Cheese, Bread, Chips, Beer"
1660,"Biscuits, Milk, Butter"
1661,"Biscuits, Milk, Diapers, Beer"
1662,"Beer, Diapers, Cheese"
1663,"Bread, Milk, Biscuits, Eggs, Butter"
1664,"Milk, Chips, Eggs"
1665,"Bread, Cheese"
1666,"Bread, Milk, Biscuits, Jam, Cheese"
1667,"Cheese, Bread, Butter"
1668,"Milk, Cheese"
1669,"Bread, Milk, Eggs, Jam, Butter"
1670,"Cheese, Diapers, Beer, Butter"
1671,"Beer, Bread, Butter"
1672,"Milk, Butter"
1673,"Biscuits, Eggs"
1674,"Bread, Milk, Butter, Diapers, Chips, Beer"
1675,"Milk, Eggs"
1676,"Bread, Jam, Butter"
1677,"Beer, Chips, Butter"
1678,"Biscuits, Jam, Beer"
1679,"Bread, Milk, Beer"
1680,"Cheese, Bread, Butter"
1681,Chips
1682,"Eggs, Beer"
1683,"Beer, Milk, Diapers, Butter"
1684,"Bread, Biscuits, Eggs, Butter, Cheese, Diapers"
1685,"Biscuits, Milk, Butter"
1686,"Bread, Eggs"
1687,"Bread, Chips"
1688,"Biscuits, Eggs, Cheese"
1689,Jam
1690,Butter
1691,"Bread, Jam, Butter, Chips, Beer"
1692,"Cheese, Butter"
1693,"Milk, Butter"
1694,"Beer, Butter"
1695,"Biscuits, Milk, Jam"
1696,"Bread, Milk, Biscuits, Jam, Butter, Cheese"
1697,"Bread, Milk, Eggs, Butter, Cheese, Chips, Beer"
1698,"Biscuits, Bread, Butter"
1699,Jam
1700,"Chips, Eggs"
1701,"Cheese, Butter"
1702,Butter
1703,"Milk, Eggs, Cheese"
1704,"Bread, Milk, Biscuits, Jam, Butter, Cheese, Beer"
1705,"Milk, Butter"
1706,"Eggs, Cheese"
1707,"Milk, Diapers, Beer"
1708,"Bread, Chips"
1709,"Bread, Biscuits, Butter, Chips, Beer"
1710,"Milk, Biscuits, Eggs, Jam, Chips"
1711,"Beer, Bread, Jam, Butter"
1712,"Cheese, Bread, Biscuits, Butter"
1713,"Biscuits, Diapers, Jam, Beer"
1714,"Milk, Jam"
1715,"Biscuits, Milk, Chips, Beer"
1716,Eggs
1717,"Bread, Milk, Butter, Cheese"
1718,"Bread, Milk, Diapers, Butter"
1719,"Milk, Butter"
1720,"Milk, Chips"
1721,"Bread, Milk, Biscuits, Eggs, Cheese, Diapers, Beer"
1722,"Biscuits, Bread"
1723,"Chips, Eggs, Butter"
1724,"Beer, Milk, Butter"
1725,"Bread, Jam, Beer"
1726,Eggs
1727,"Biscuits, Butter"
1728,"Eggs, Beer"
1729,"Bread, Milk, Butter, Chips, Beer"
1730,"Biscuits, Diapers, Eggs"
1731,"Cheese, Beer, Butter"
1732,"Bread, Diapers"
1733,"Milk, Eggs, Cheese"
1734,"Milk, Diapers, Beer"
1735,"Milk, Jam"
1736,"Bread, Milk, Beer"
1737,"Bread, Diapers, Butter"
1738,"Bread, Milk"
1739,"Bread, Cheese"
1740,"Diapers, Milk, Eggs, Beer"
1741,"Cheese, Bread, Milk, Butter"
1742,"Bread, Milk, Biscuits, Butter, Cheese, Chips"
1743,"Biscuits, Milk, Diapers"
1744,"Bread, Milk, Cheese"
1745,Milk
1746,"Eggs, Butter"
1747,Biscuits
1748,"Milk, Butter"
1749,"Biscuits, Butter"
1750,"Biscuits, Milk"
1751,"Biscuits, Chips, Beer"
1752,"Bread, Eggs, Butter"
1753,"Chips, Eggs, Butter"
1754,"Bread, Chips"
1755,"Cheese, Bread, Biscuits, Butter"
1756,"Biscuits, Bread"
1757,"Cheese, Bread, Biscuits, Beer"
1758,"Bread, Milk, Eggs, Butter"
1759,"Bread, Beer"
1760,"Biscuits, Diapers, Beer"
1761,"Milk, Bread"
1762,"Bread, Milk, Butter"
1763,"Milk, Chips, Eggs"
1764,"Bread, Milk, Eggs, Butter, Diapers"
1765,"Biscuits, Bread, Butter"
1766,"Beer, Butter"
1767,"Milk, Chips, Diapers, Beer"
1768,"Bread, Milk, Biscuits, Butter, Cheese, Diapers, Beer"
1769,"Bread, Biscuits, Eggs, Butter, Chips, Beer"
1770,"Cheese, Butter"
1771,"Jam, Eggs"
1772,"Eggs, Cheese"
1773,"Biscuits, Milk"
1774,"Jam, Milk, Eggs, Butter"
1775,"Biscuits, Eggs, Jam"
1776,"Biscuits, Bread, Diapers"
1777,"Biscuits, Bread, Butter, Cheese"
1778,"Bread, Eggs, Butter"
1779,"Milk, Eggs, Jam"
1780,"Beer, Milk, Biscuits, Butter"
1781,"Cheese, Bread, Jam, Butter"
1782,"Biscuits, Jam, Eggs, Cheese, Butter"
1783,"Biscuits, Bread, Milk, Eggs"
1784,"Bread, Butter"
1785,"Bread, Milk, Cheese, Jam, Butter"
1786,"Cheese, Bread, Chips, Butter"
1787,"Milk, Biscuits, Diapers, Chips, Beer"
1788,"Bread, Jam, Butter, Beer"
1789,"Biscuits, Milk, Cheese"
1790,"Bread, Eggs, Butter, Chips, Beer"
1791,"Milk, Butter"
1792,"Bread, Milk, Eggs, Cheese"
1793,Cheese
1794,"Biscuits, Eggs, Butter"
1795,"Cheese, Bread, Milk, Butter"
1796,"Bread, Milk, Eggs, Butter, Cheese"
1797,"Cheese, Bread, Butter"
1798,Milk
1799,"Bread, Chips"
1800,"Beer, Bread, Diapers, Butter"
1801,"Biscuits, Diapers, Chips, Eggs"
1802,"Biscuits, Milk, Eggs"
1803,"Biscuits, Bread, Beer"
1804,"Diapers, Eggs, Beer"
1805,"Bread, Milk, Biscuits, Diapers, Chips, Beer"
1806,"Bread, Jam, Cheese"
1807,"Beer, Diapers, Butter"
1808,"Jam, Cheese"
1809,"Biscuits, Bread"
1810,"Milk, Cheese"
1811,"Milk, Biscuits, Cheese, Diapers, Beer"
1812,Bread
1813,"Biscuits, Milk"
1814,"Biscuits, Bread, Chips, Butter"
1815,"Milk, Chips, Beer"
1816,"Biscuits, Bread"
1817,"Biscuits, Milk"
1818,Chips
1819,"Milk, Chips, Eggs"
1820,"Bread, Milk, Butter"
1821,"Eggs, Cheese"
1822,"Biscuits, Milk, Chips"
1823,"Bread, Diapers, Beer"
1824,"Bread, Milk, Eggs, Butter"
1825,"Bread, Milk, Biscuits, Butter, Chips, Beer"
1826,"Biscuits, Bread, Milk"
1827,"Bread, Chips"
1828,"Bread, Milk, Beer"
1829,"Bread, Jam, Cheese"
1830,"Biscuits, Bread, Butter"
1831,"Biscuits, Butter"
1832,"Bread, Chips, Eggs, Butter"
1833,"Biscuits, Milk, Chips, Cheese"
1834,"Bread, Diapers, Beer"
1835,"Milk, Chips, Butter"
1836,"Cheese, Beer"
1837,"Butter, Beer"
1838,"Biscuits, Diapers, Jam, Beer"
1839,"Biscuits, Bread, Cheese"
1840,"Biscuits, Milk, Chips"
1841,"Bread, Chips, Eggs, Butter"
1842,"Bread, Butter"
1843,"Milk, Eggs, Butter, Cheese, Chips"
1844,"Diapers, Chips"
1845,"Biscuits, Bread, Milk, Butter"
1846,"Bread, Milk, Butter"
1847,"Milk, Chips, Beer"
1848,"Bread, Milk, Eggs, Butter"
1849,"Bread, Milk, Eggs, Butter"
1850,Beer
1851,"Biscuits, Cheese"
1852,"Bread, Butter"
1853,"Bread, Milk, Jam, Butter"
1854,"Milk, Jam, Butter"
1855,"Bread, Milk, Jam, Butter"
1856,"Biscuits, Milk, Butter"
1857,"Eggs, Beer"
1858,"Bread, Milk"
1859,"Biscuits, Eggs"
1860,"Biscuits, Chips, Jam, Cheese"
1861,"Bread, Milk, Eggs, Cheese"
1862,"Chips, Eggs"
1863,"Beer, Biscuits, Jam, Butter"
1864,"Milk, Eggs"
1865,"Bread, Milk, Butter, Diapers, Beer"
1866,"Biscuits, Bread, Eggs, Butter"
1867,"Bread, Milk, Butter"
1868,"Bread, Milk"
1869,"Bread, Milk, Diapers, Beer"
1870,"Bread, Cheese"
1871,"Biscuits, Bread, Milk, Cheese"
1872,"Cheese, Biscuits, Butter"
1873,"Biscuits, Bread"
1874,"Biscuits, Eggs, Jam"
1875,"Cheese, Biscuits, Butter"
1876,"Bread, Milk, Biscuits, Eggs, Butter"
1877,"Bread, Jam, Butter, Cheese, Chips, Beer"
1878,"Chips, Eggs, Cheese"
1879,"Chips, Eggs, Butter"
1880,Beer
1881,"Biscuits, Butter"
1882,"Diapers, Beer"
1883,"Beer, Milk, Diapers, Butter"
1884,"Jam, Cheese"
1885,"Chips, Butter"
1886,Diapers
1887,"Bread, Milk, Biscuits, Eggs, Jam, Butter"
1888,"Beer, Bread, Milk, Butter"
1889,"Bread, Milk, Diapers, Chips, Beer"
1890,"Bread, Jam"
1891,"Milk, Biscuits, Eggs, Butter, Cheese, Beer"
1892,"Biscuits, Cheese"
1893,"Bread, Butter, Cheese"
1894,"Bread, Biscuits, Eggs, Butter, Chips"
1895,"Bread, Milk, Butter"
1896,"Milk, Diapers"
1897,"Bread, Eggs, Butter"
1898,"Bread, Eggs"
1899,"Biscuits, Bread, Chips"
1900,"Biscuits, Bread, Butter"
1901,"Biscuits, Eggs, Butter"
1902,"Bread, Cheese"
1903,"Bread, Eggs, Diapers, Chips, Beer"
1904,"Bread, Milk, Butter, Cheese, Diapers, Beer"
1905,"Cheese, Milk, Eggs, Butter"
1906,"Bread, Diapers, Butter"
1907,"Eggs, Beer"
1908,"Biscuits, Diapers"
1909,"Diapers, Milk, Eggs, Beer"
1910,"Beer, Diapers, Butter"
1911,"Milk, Chips, Jam, Butter"
1912,"Biscuits, Milk"
1913,"Eggs, Cheese"
1914,"Biscuits, Butter"
1915,"Bread, Butter"
1916,"Bread, Milk, Eggs, Butter, Cheese, Chips"
1917,"Jam, Butter"
1918,"Beer, Milk, Biscuits, Butter"
1919,"Bread, Milk, Eggs, Butter, Chips"
1920,"Beer, Bread, Diapers, Butter"
1921,"Biscuits, Diapers, Beer"
1922,"Bread, Milk"
1923,"Cheese, Bread, Butter"
1924,"Eggs, Cheese"
1925,"Bread, Eggs, Butter, Cheese, Beer"
1926,"Bread, Beer"
1927,"Bread, Milk, Eggs, Butter"
1928,"Bread, Milk, Eggs"
1929,"Milk, Butter"
1930,"Diapers, Beer"
1931,"Bread, Milk, Jam, Beer"
1932,"Milk, Cheese"
1933,"Milk, Beer"
1934,"Milk, Eggs, Cheese"
1935,"Bread, Jam, Eggs, Butter, Diapers, Beer"
1936,"Chips, Eggs, Beer"
1937,"Biscuits, Jam"
1938,"Beer, Milk, Butter"
1939,"Bread, Milk"
1940,"Bread, Butter"
1941,"Biscuits, Chips"
1942,"Bread, Chips, Cheese"
1943,"Bread, Milk, Butter"
1944,"Biscuits, Bread, Butter"
1945,"Milk, Bread"
1946,"Biscuits, Bread, Butter"
1947,"Bread, Eggs, Butter"
1948,"Bread, Chips, Milk"
1949,"Biscuits, Bread, Butter"
1950,"Chips, Butter"
1951,"Bread, Milk, Cheese"
1952,"Biscuits, Bread, Eggs, Butter"
1953,"Beer, Bread, Diapers, Butter"
1954,"Diapers, Eggs, Butter"
1955,"Beer, Jam, Butter"
1956,"Milk, Beer"
1957,"Bread, Chips, Jam, Butter"
1958,"Eggs, Cheese"
1959,"Biscuits, Butter"
1960,"Biscuits, Milk"
1961,"Milk, Chips, Eggs, Cheese"
1962,"Cheese, Diapers, Chips, Beer"
1963,"Butter, Cheese"
1964,Butter
1965,"Bread, Butter"
1966,"Bread, Milk, Eggs, Butter, Diapers"
1967,"Cheese, Biscuits, Butter"
1968,"Biscuits, Milk, Butter"
1969,"Bread, Milk, Biscuits, Butter, Diapers, Beer"
1970,"Eggs, Cheese"
1971,"Biscuits, Bread, Eggs, Cheese"
1972,"Bread, Eggs"
1973,"Milk, Butter"
1974,"Milk, Butter"
1975,"Bread, Milk, Eggs, Butter, Cheese, Diapers, Beer"
1976,"Biscuits, Beer"
1977,"Cheese, Beer, Eggs, Butter"
1978,"Beer, Diapers, Chips, Butter"
1979,"Bread, Milk, Eggs, Butter, Diapers, Beer"
1980,"Milk, Chips"
1981,"Biscuits, Jam, Eggs, Chips, Beer"
1982,"Milk, Eggs"
1983,"Cheese, Chips, Jam, Butter"
1984,"Biscuits, Bread, Butter"
1985,"Chips, Eggs"
1986,"Bread, Milk, Butter"
1987,"Bread, Biscuits, Butter, Diapers, Beer"
1988,"Chips, Eggs, Butter"
1989,"Milk, Bread, Butter"
1990,"Bread, Milk, Biscuits, Cheese, Butter"
1991,"Bread, Milk, Biscuits, Butter, Chips"
1992,"Beer, Eggs, Butter"
1993,"Bread, Jam, Butter"
1994,"Bread, Biscuits, Cheese, Diapers, Chips"
1995,"Beer, Butter"
1996,"Bread, Milk, Eggs"
1997,"Bread, Milk, Eggs"
1998,"Beer, Eggs, Butter"
1999,"Chips, Cheese"
2000,"Milk, Eggs"
2001,"Biscuits, Chips"
2002,"Bread, Milk, Butter"
2003,"Milk, Jam, Cheese"
2004,"Beer, Bread, Diapers, Jam"
2005,"Cheese, Milk, Biscuits, Butter"
2006,"Biscuits, Diapers"
2007,"Cheese, Bread, Biscuits, Beer"
2008,"Cheese, Diapers, Butter"
2009,"Milk, Chips"
2010,"Bread, Jam"
2011,"Bread, Milk, Diapers, Beer"
2012,"Bread, Milk, Eggs, Jam, Cheese"
2013,"Cheese, Milk, Eggs, Butter"
2014,"Diapers, Eggs"
2015,"Bread, Biscuits, Eggs, Cheese, Beer"
2016,"Biscuits, Milk, Beer"
2017,"Bread, Milk, Jam, Butter, Chips"
2018,"Bread, Milk, Biscuits, Jam, Butter, Diapers"
2019,"Milk, Jam"
2020,"Milk, Jam"
2021,"Milk, Butter, Cheese, Diapers, Beer"
2022,"Bread, Chips, Eggs"
2023,"Bread, Milk, Biscuits, Eggs, Cheese"
2024,Beer
2025,"Biscuits, Bread, Butter"
2026,"Milk, Jam, Butter, Cheese, Diapers"
2027,"Biscuits, Bread, Chips, Butter"
2028,"Bread, Chips, Milk, Butter"
2029,"Bread, Chips, Milk, Butter"
2030,"Milk, Eggs, Jam, Diapers, Beer"
2031,"Bread, Butter, Cheese"
2032,"Milk, Diapers"
2033,"Biscuits, Milk, Butter"
2034,Chips
2035,"Bread, Eggs, Butter"
2036,"Bread, Butter, Cheese"
2037,"Milk, Jam, Cheese"
2038,"Cheese, Beer, Milk, Butter"
2039,"Bread, Eggs, Butter, Beer"
2040,"Bread, Butter"
2041,"Milk, Diapers, Beer"
2042,"Eggs, Beer"
2043,"Biscuits, Bread, Chips, Butter"
2044,"Bread, Milk, Biscuits, Jam, Eggs, Butter"
2045,"Eggs, Beer"
2046,"Milk, Butter"
2047,"Beer, Bread, Diapers, Butter"
2048,"Bread, Milk, Biscuits, Jam, Butter"
2049,"Chips, Jam"
2050,"Diapers, Chips, Eggs, Beer"
2051,"Biscuits, Eggs, Cheese"
2052,"Biscuits, Jam, Cheese, Diapers, Beer"
2053,"Bread, Milk, Butter"
2054,"Biscuits, Milk"
2055,"Chips, Eggs, Butter"
2056,"Milk, Jam, Butter"
2057,"Eggs, Butter"
2058,"Jam, Butter"
2059,Eggs
2060,"Milk, Eggs, Beer"
2061,"Bread, Milk, Butter"
2062,"Jam, Cheese"
2063,"Bread, Chips"
2064,"Biscuits, Milk"
2065,"Diapers, Bread, Beer"
2066,"Biscuits, Bread, Chips, Cheese"
2067,"Bread, Eggs"
2068,"Biscuits, Eggs"
2069,"Bread, Milk, Eggs"
2070,"Milk, Jam"
2071,"Biscuits, Eggs"
2072,"Beer, Milk, Chips, Butter"
2073,"Bread, Butter"
2074,"Biscuits, Milk"
2075,"Bread, Milk, Butter, Beer"
2076,"Milk, Jam"
2077,"Bread, Chips"
2078,"Diapers, Bread, Eggs, Biscuits"
2079,"Bread, Milk, Butter"
2080,"Bread, Milk, Biscuits, Butter, Cheese, Diapers"
2081,"Bread, Milk, Jam, Eggs, Butter"
2082,"Jam, Eggs, Butter"
2083,"Biscuits, Bread, Eggs, Butter"
2084,"Bread, Chips, Milk, Butter"
2085,"Biscuits, Milk, Cheese"
2086,"Milk, Eggs, Jam"
2087,"Cheese, Bread, Butter"
2088,"Milk, Jam"
2089,"Butter, Cheese"
2090,"Bread, Eggs, Butter"
2091,"Bread, Chips, Milk, Butter"
2092,"Bread, Cheese"
2093,"Eggs, Beer"
2094,"Biscuits, Butter"
2095,"Bread, Biscuits, Eggs, Butter, Diapers, Beer"
2096,"Biscuits, Butter"
2097,"Biscuits, Chips, Eggs"
2098,"Biscuits, Diapers, Cheese"
2099,"Bread, Butter, Diapers, Chips, Beer"
2100,"Bread, Milk, Cheese, Eggs, Butter"
2101,"Milk, Chips"
2102,"Milk, Eggs, Butter"
2103,"Bread, Eggs, Butter"
2104,"Milk, Eggs"
2105,"Milk, Beer"
2106,"Bread, Eggs"
2107,"Biscuits, Eggs, Butter"
2108,"Bread, Butter"
2109,"Jam, Cheese"
2110,"Milk, Butter"
2111,"Milk, Jam, Butter"
2112,"Bread, Beer"
2113,"Bread, Milk"
2114,"Biscuits, Bread, Milk"
2115,"Biscuits, Bread, Chips, Butter"
2116,"Bread, Butter"
2117,"Bread, Eggs, Butter"
2118,"Diapers, Eggs"
2119,"Bread, Cheese"
2120,"Bread, Biscuits, Eggs, Butter, Diapers, Beer"
2121,"Diapers, Beer"
2122,"Cheese, Milk, Biscuits, Butter"
2123,"Biscuits, Diapers, Beer, Butter"
2124,"Bread, Chips, Butter"
2125,"Biscuits, Bread, Butter"
2126,"Biscuits, Chips, Eggs"
2127,"Jam, Cheese"
2128,"Biscuits, Butter"
2129,"Bread, Biscuits, Jam, Butter, Cheese, Beer"
2130,"Biscuits, Milk, Cheese"
2131,"Milk, Butter, Cheese, Chips, Beer"
2132,"Cheese, Butter"
2133,"Chips, Butter"
2134,"Jam, Cheese"
2135,"Milk, Eggs"
2136,"Bread, Milk, Eggs, Butter"
2137,"Biscuits, Jam"
2138,Jam
2139,"Biscuits, Bread, Jam, Butter"
2140,"Eggs, Cheese"
2141,"Diapers, Bread, Eggs, Cheese"
2142,"Cheese, Milk, Butter"
2143,"Bread, Milk, Cheese, Butter, Diapers, Beer"
2144,Milk
2145,"Bread, Jam"
2146,"Beer, Bread, Diapers, Butter"
2147,"Beer, Butter"
2148,"Biscuits, Bread"
2149,"Milk, Eggs"
2150,"Chips, Jam, Butter"
2151,"Bread, Butter, Cheese"
2152,"Milk, Cheese"
2153,"Milk, Diapers, Cheese"
2154,"Bread, Milk"
2155,"Bread, Milk, Biscuits, Butter, Cheese, Diapers, Beer"
2156,"Bread, Butter"
2157,"Biscuits, Bread, Chips"
2158,"Beer, Bread, Diapers, Butter"
2159,"Bread, Milk, Biscuits, Eggs, Butter, Beer"
2160,"Cheese, Butter"
2161,"Biscuits, Butter, Diapers, Chips, Beer"
2162,"Milk, Jam, Butter, Diapers, Chips, Beer"
2163,"Bread, Beer"
2164,"Bread, Chips, Milk, Eggs"
2165,"Biscuits, Bread, Butter"
2166,"Eggs, Beer"
2167,"Bread, Biscuits, Cheese, Butter, Chips"
2168,"Cheese, Bread, Jam, Butter"
2169,"Biscuits, Milk"
2170,"Beer, Bread, Diapers, Butter"
2171,"Biscuits, Bread"
2172,Butter
2173,"Milk, Eggs, Cheese, Diapers, Chips"
2174,"Bread, Milk, Eggs, Butter, Chips"
2175,"Biscuits, Chips, Butter"
2176,"Milk, Jam, Butter"
2177,"Bread, Cheese, Biscuits, Jam, Eggs, Butter, Beer"
2178,"Bread, Milk"
2179,"Eggs, Cheese"
2180,"Bread, Milk, Biscuits, Eggs, Cheese, Diapers, Beer"
2181,"Bread, Biscuits, Butter, Chips, Beer"
2182,"Biscuits, Milk"
2183,Eggs
2184,"Bread, Milk, Eggs, Butter"
2185,"Diapers, Eggs, Beer"
2186,"Bread, Milk, Butter, Beer"
2187,"Bread, Butter"
2188,"Diapers, Eggs, Beer"
2189,"Bread, Biscuits, Eggs, Butter, Diapers, Beer"
2190,"Milk, Eggs, Jam, Diapers, Chips, Beer"
2191,"Beer, Diapers, Butter"
2192,"Biscuits, Bread, Milk, Butter"
2193,"Bread, Eggs"
2194,"Bread, Milk, Eggs, Butter"
2195,"Biscuits, Eggs, Cheese"
2196,"Biscuits, Bread, Diapers, Cheese"
2197,"Biscuits, Chips"
2198,"Cheese, Butter"
2199,"Bread, Milk, Eggs, Butter, Diapers"
2200,"Milk, Diapers, Cheese"
2201,"Bread, Milk, Butter"
2202,"Biscuits, Bread, Butter"
2203,"Milk, Cheese, Diapers, Chips, Beer"
2204,"Bread, Jam, Butter, Cheese"
2205,"Bread, Eggs, Butter, Cheese, Jam"
2206,"Milk, Bread, Butter"
2207,"Cheese, Milk, Butter"
2208,Cheese
2209,"Bread, Butter"
2210,Diapers
2211,"Beer, Bread, Diapers, Butter"
2212,"Biscuits, Bread, Jam, Butter"
2213,"Chips, Butter"
2214,Chips
2215,"Bread, Milk, Cheese, Diapers, Beer"
2216,"Bread, Biscuits, Eggs, Butter, Diapers"
2217,"Biscuits, Eggs"
2218,Eggs
2219,"Biscuits, Bread, Cheese"
2220,"Biscuits, Bread, Butter"
2221,"Bread, Eggs, Cheese, Chips, Beer"
2222,"Biscuits, Cheese"
2223,"Bread, Butter, Beer"
2224,Milk
2225,"Bread, Milk, Eggs, Butter, Chips"
2226,"Bread, Milk, Biscuits, Butter, Beer"
2227,Biscuits
2228,"Biscuits, Bread"
2229,"Diapers, Chips, Eggs, Beer"
2230,"Bread, Milk, Butter"
2231,"Bread, Butter"
2232,"Chips, Beer"
2233,"Diapers, Eggs, Beer"
2234,"Beer, Butter"
2235,"Biscuits, Butter, Diapers, Chips, Beer"
2236,"Cheese, Eggs, Beer"
2237,Diapers
2238,"Bread, Eggs, Beer"
2239,"Biscuits, Bread, Butter"
2240,"Bread, Chips, Butter"
2241,"Bread, Milk, Jam, Butter"
2242,"Bread, Jam, Eggs, Butter, Diapers, Chips, Beer"
2243,"Beer, Bread, Jam, Butter"
2244,"Biscuits, Chips"
2245,"Chips, Eggs, Cheese"
2246,"Bread, Milk"
2247,"Beer, Bread, Diapers, Butter"
2248,"Bread, Eggs, Butter"
2249,"Biscuits, Jam"
2250,"Milk, Eggs"
